DATE,PRCP,TMAX,TMIN
19400101,0,-44,-94
19400102,0,-22,-83
19400103,0,6,-83
19400104,0,0,-67
19400105,8,-17,-89
19400106,0,-11,-100
19400107,0,-33,-111
19400108,20,-44,-72
19400109,0,-17,-67
19400110,0,11,-78
19400111,0,0,-50
19400112,43,22,0
19400113,3,33,17
19400114,523,111,11
19400115,36,122,22
19400116,0,22,-72
19400117,3,-72,-106
19400118,0,-33,-106
19400119,28,-61,-122
19400120,0,-67,-139
19400121,0,0,-100
19400122,0,6,-78
19400123,0,-6,-67
19400124,0,-17,-56
19400125,0,-11,-67
19400126,0,-28,-94
19400127,0,-39,-106
19400128,0,-17,-94
19400129,0,6,-67
19400130,0,11,-56
19400131,0,17,-83
19400201,0,28,-56
19400202,20,0,-94
19400203,0,33,-94
19400204,0,28,-17
19400205,0,39,6
19400206,36,83,0
19400207,3,83,39
19400208,0,61,0
19400209,0,56,22
19400210,89,28,0
19400211,23,72,28
19400212,0,122,28
19400213,0,83,-6
19400214,246,6,-56
19400215,46,6,-56
19400216,0,28,-67
19400217,0,56,-39
19400218,0,28,-11
19400219,145,33,6
19400220,15,28,6
19400221,0,28,-17
19400222,0,28,-56
19400223,0,33,-33
19400224,0,50,-28
19400225,0,50,-67
19400226,0,-17,-94
19400227,46,-22,-89
19400228,0,17,-39
19400229,0,44,-50
19400301,0,44,-6
19400302,0,11,-28
19400303,175,11,-6
19400304,251,11,0
19400305,0,33,0
19400306,0,56,6
19400307,0,39,-6
19400308,0,44,0
19400309,0,44,-22
19400310,0,17,-11
19400311,0,0,-78
19400312,0,22,-89
19400313,0,39,-56
19400314,224,72,-11
19400315,180,78,6
19400316,46,6,-28
19400317,8,78,-17
19400318,8,56,0
19400319,46,111,22
19400320,10,89,17
19400321,0,61,-22
19400322,99,56,-28
19400323,0,-22,-78
19400324,0,-6,-83
19400325,0,6,-83
19400326,0,61,-33
19400327,0,61,-6
19400328,3,78,17
19400329,15,78,33
19400330,107,144,44
19400331,30,172,67
19400401,0,94,39
19400402,0,122,17
19400403,76,94,50
19400404,69,100,39
19400405,0,106,33
19400406,0,144,11
19400407,0,178,56
19400408,490,122,72
19400409,0,161,61
19400410,0,150,44
19400411,0,156,56
19400412,269,139,-17
19400413,13,17,-33
19400414,0,50,-11
19400415,0,111,-6
19400416,0,106,78
19400417,0,100,67
19400418,46,106,50
19400419,30,128,83
19400420,224,89,44
19400421,150,44,22
19400422,20,72,17
19400423,0,122,39
19400424,0,106,56
19400425,0,150,56
19400426,0,167,72
19400427,0,156,61
19400428,0,183,67
19400429,0,178,72
19400430,0,194,89
19400501,66,183,106
19400502,157,161,111
19400503,5,194,106
19400504,23,161,100
19400505,0,217,100
19400506,0,211,122
19400507,0,267,156
19400508,0,228,139
19400509,25,217,94
19400510,0,217,106
19400511,20,194,83
19400512,0,178,67
19400513,-9999,217,117
19400514,0,283,150
19400515,0,222,144
19400516,389,200,133
19400517,74,200,122
19400518,0,211,106
19400519,0,217,117
19400520,0,222,144
19400521,20,222,156
19400522,135,200,139
19400523,86,156,122
19400524,0,183,117
19400525,10,161,117
19400526,3,156,117
19400527,5,178,122
19400528,119,217,144
19400529,0,167,106
19400530,0,189,94
19400531,795,178,111
19400601,0,233,144
19400602,0,278,150
19400603,0,311,172
19400604,0,344,206
19400605,0,317,228
19400606,0,300,233
19400607,0,311,172
19400608,0,239,172
19400609,64,300,183
19400610,10,183,133
19400611,3,211,133
19400612,0,278,167
19400613,0,339,222
19400614,0,272,189
19400615,5,306,194
19400616,0,283,183
19400617,0,250,172
19400618,0,222,178
19400619,71,328,194
19400620,0,222,133
19400621,0,211,111
19400622,0,233,111
19400623,18,250,139
19400624,241,150,133
19400625,66,211,133
19400626,201,211,150
19400627,0,267,128
19400628,36,256,161
19400629,43,283,178
19400630,8,256,150
19400701,0,256,139
19400702,0,256,144
19400703,112,250,144
19400704,61,228,144
19400705,5,289,150
19400706,0,278,150
19400707,0,294,172
19400708,0,300,189
19400709,0,300,189
19400710,0,333,217
19400711,493,333,194
19400712,33,206,150
19400713,3,239,150
19400714,0,267,156
19400715,0,267,167
19400716,0,289,172
19400717,0,239,189
19400718,0,300,189
19400719,0,350,217
19400720,0,339,244
19400721,0,328,256
19400722,0,339,222
19400723,0,289,206
19400724,0,278,222
19400725,8,317,222
19400726,94,367,233
19400727,0,367,233
19400728,0,339,233
19400729,0,322,233
19400730,30,367,244
19400731,0,322,211
19400801,0,261,178
19400802,0,261,178
19400803,0,267,156
19400804,0,289,178
19400805,0,294,200
19400806,18,317,217
19400807,33,272,211
19400808,0,294,194
19400809,0,306,211
19400810,0,311,211
19400811,0,294,183
19400812,0,283,194
19400813,41,294,217
19400814,0,322,217
19400815,0,261,200
19400816,0,261,183
19400817,124,233,206
19400818,13,272,217
19400819,198,272,167
19400820,0,244,156
19400821,0,244,128
19400822,0,256,150
19400823,0,278,161
19400824,0,228,122
19400825,43,206,111
19400826,130,161,122
19400827,38,211,133
19400828,368,156,133
19400829,15,222,139
19400830,28,250,183
19400831,0,283,189
19400901,64,244,217
19400902,0,289,206
19400903,0,289,178
19400904,0,272,172
19400905,0,256,172
19400906,0,239,150
19400907,0,228,128
19400908,0,233,128
19400909,36,256,156
19400910,8,228,167
19400911,0,178,128
19400912,0,217,106
19400913,0,217,122
19400914,0,228,122
19400915,0,228,144
19400916,0,228,128
19400917,0,261,128
19400918,0,289,144
19400919,0,267,150
19400920,0,278,178
19400921,10,333,194
19400922,0,272,189
19400923,0,256,156
19400924,0,272,178
19400925,599,228,83
19400926,0,156,56
19400927,0,200,61
19400928,0,239,89
19400929,0,233,106
19400930,0,172,111
19401001,3,156,94
19401002,152,150,106
19401003,15,222,122
19401004,0,183,106
19401005,0,206,83
19401006,0,217,128
19401007,0,244,144
19401008,104,189,133
19401009,0,189,106
19401010,0,189,89
19401011,0,233,83
19401012,0,244,128
19401013,0,267,139
19401014,0,211,133
19401015,3,261,89
19401016,0,111,56
19401017,0,139,56
19401018,0,128,28
19401019,0,72,-11
19401020,0,89,6
19401021,0,94,11
19401022,0,106,-11
19401023,0,189,44
19401024,0,233,122
19401025,0,133,89
19401026,0,150,61
19401027,0,128,33
19401028,0,111,17
19401029,20,122,17
19401030,320,100,56
19401031,0,100,61
19401101,8,139,78
19401102,213,161,111
19401103,0,156,94
19401104,0,200,72
19401105,0,217,117
19401106,5,167,56
19401107,0,56,28
19401108,0,83,28
19401109,0,111,28
19401110,0,128,39
19401111,15,144,111
19401112,132,167,83
19401113,89,94,44
19401114,211,72,44
19401115,20,94,50
19401116,0,78,-6
19401117,0,72,-6
19401118,0,67,33
19401119,0,78,11
19401120,0,144,44
19401121,0,111,56
19401122,3,211,94
19401123,0,117,72
19401124,30,89,39
19401125,0,44,-22
19401126,107,17,-39
19401127,69,33,0
19401128,0,28,-22
19401129,0,56,-22
19401130,0,72,22
19401201,0,106,-33
19401202,0,22,-67
19401203,0,11,-117
19401204,0,17,-117
19401205,89,11,-33
19401206,0,0,-61
19401207,13,100,0
19401208,0,89,28
19401209,0,28,-11
19401210,0,89,-11
19401211,0,72,22
19401212,0,94,39
19401213,13,117,-6
19401214,0,22,-28
19401215,0,50,-17
19401216,315,50,33
19401217,3,72,-28
19401218,0,44,-39
19401219,0,50,-11
19401220,0,83,33
19401221,0,94,44
19401222,0,78,44
19401223,0,61,0
19401224,0,83,-11
19401225,0,167,33
19401226,30,106,50
19401227,3,100,56
19401228,170,94,61
19401229,74,128,56
19401230,0,106,39
19401231,0,78,33
19410101,0,83,6
19410102,61,11,-6
19410103,8,33,11
19410104,43,56,-44
19410105,0,6,-67
19410106,0,17,-50
19410107,0,0,-67
19410108,0,17,-78
19410109,0,33,-28
19410110,0,33,-11
19410111,0,11,-39
19410112,0,33,-56
19410113,0,28,-89
19410114,0,-39,-122
19410115,3,-33,-78
19410116,300,6,-67
19410117,53,28,6
19410118,0,61,22
19410119,0,39,-72
19410120,0,-17,-78
19410121,0,11,-89
19410122,13,83,-6
19410123,3,83,6
19410124,213,6,-39
19410125,0,22,-39
19410126,5,11,-44
19410127,119,-17,-61
19410128,0,-6,-61
19410129,0,22,-94
19410130,0,-22,-117
19410131,0,17,-61
19410201,0,22,-61
19410202,0,39,-6
19410203,0,11,-33
19410204,0,6,-61
19410205,0,33,-67
19410206,0,56,-33
19410207,752,94,39
19410208,0,50,-33
19410209,0,28,-67
19410210,0,0,-100
19410211,0,61,-44
19410212,0,56,0
19410213,0,33,-11
19410214,15,44,11
19410215,10,50,-11
19410216,0,0,-39
19410217,33,-6,-44
19410218,0,0,-61
19410219,0,-11,-78
19410220,0,17,-67
19410221,0,28,-44
19410222,0,39,6
19410223,0,39,-22
19410224,0,28,-39
19410225,0,56,-39
19410226,0,17,-56
19410227,0,50,-72
19410228,86,-11,-78
19410301,3,28,-61
19410302,0,61,-28
19410303,0,106,11
19410304,0,106,-83
19410305,0,22,-67
19410306,0,39,-22
19410307,58,0,-50
19410308,452,6,-28
19410309,18,17,-22
19410310,0,67,-33
19410311,165,33,0
19410312,20,61,-11
19410313,0,50,-33
19410314,0,72,-28
19410315,0,100,0
19410316,5,100,28
19410317,5,61,-83
19410318,0,-22,-94
19410319,0,17,-56
19410320,0,61,-50
19410321,0,61,-39
19410322,0,94,-11
19410323,0,139,-11
19410324,41,94,50
19410325,0,72,28
19410326,0,94,17
19410327,0,111,22
19410328,0,100,28
19410329,3,78,-6
19410330,5,39,-22
19410331,0,144,-17
19410401,58,156,67
19410402,5,122,39
19410403,0,156,22
19410404,0,133,50
19410405,274,67,33
19410406,122,128,56
19410407,0,150,33
19410408,0,172,44
19410409,0,150,39
19410410,0,189,67
19410411,0,211,72
19410412,0,133,50
19410413,0,150,33
19410414,13,294,122
19410415,0,306,194
19410416,0,267,178
19410417,0,244,133
19410418,0,250,133
19410419,0,233,133
19410420,0,267,111
19410421,0,244,117
19410422,0,156,67
19410423,28,144,67
19410424,109,161,78
19410425,0,156,50
19410426,0,133,61
19410427,0,206,72
19410428,0,256,128
19410429,0,211,150
19410430,0,300,128
19410501,0,189,83
19410502,3,194,50
19410503,0,172,39
19410504,0,250,61
19410505,94,178,122
19410506,0,233,106
19410507,0,222,139
19410508,150,244,150
19410509,76,200,122
19410510,0,183,111
19410511,0,200,83
19410512,0,183,94
19410513,0,200,89
19410514,0,228,83
19410515,0,283,128
19410516,0,233,161
19410517,30,267,122
19410518,0,222,100
19410519,0,244,117
19410520,0,306,133
19410521,0,283,150
19410522,5,356,194
19410523,0,322,206
19410524,0,217,122
19410525,0,228,106
19410526,0,283,139
19410527,10,322,194
19410528,198,256,156
19410529,0,272,167
19410530,0,261,128
19410531,5,250,128
19410601,239,172,122
19410602,0,217,144
19410603,0,278,150
19410604,290,189,133
19410605,188,156,133
19410606,0,256,144
19410607,0,289,150
19410608,0,311,200
19410609,0,250,139
19410610,0,250,139
19410611,0,250,128
19410612,0,200,139
19410613,434,161,139
19410614,5,267,156
19410615,0,267,172
19410616,25,272,172
19410617,0,261,172
19410618,0,278,172
19410619,0,328,183
19410620,0,333,217
19410621,0,344,233
19410622,0,356,244
19410623,0,272,161
19410624,0,289,156
19410625,0,267,183
19410626,0,306,178
19410627,0,344,200
19410628,0,328,239
19410629,8,339,239
19410630,23,311,222
19410701,18,350,211
19410702,5,367,256
19410703,130,267,167
19410704,198,178,167
19410705,0,278,167
19410706,18,239,172
19410707,102,267,206
19410708,64,294,211
19410709,0,283,172
19410710,0,306,178
19410711,5,278,217
19410712,28,306,222
19410713,0,289,206
19410714,0,272,183
19410715,0,261,172
19410716,0,256,178
19410717,165,256,189
19410718,0,267,194
19410719,152,289,217
19410720,0,283,189
19410721,0,283,172
19410722,0,306,189
19410723,0,322,222
19410724,0,311,228
19410725,0,322,217
19410726,0,339,233
19410727,0,344,222
19410728,53,306,222
19410729,0,289,178
19410730,97,272,189
19410731,0,261,211
19410801,38,317,200
19410802,0,311,211
19410803,0,317,194
19410804,0,317,194
19410805,0,333,222
19410806,0,306,211
19410807,0,322,194
19410808,0,350,200
19410809,0,361,211
19410810,0,300,189
19410811,30,278,167
19410812,74,306,161
19410813,0,228,133
19410814,0,261,128
19410815,53,250,189
19410816,25,272,172
19410817,0,261,156
19410818,0,250,139
19410819,234,239,183
19410820,0,267,183
19410821,0,272,156
19410822,0,261,183
19410823,0,294,183
19410824,0,283,178
19410825,465,239,200
19410826,584,339,200
19410827,0,256,156
19410828,0,250,128
19410829,0,256,139
19410830,0,300,172
19410831,0,333,217
19410901,0,339,189
19410902,0,283,161
19410903,0,267,150
19410904,130,222,183
19410905,0,294,200
19410906,0,317,211
19410907,0,306,200
19410908,0,267,150
19410909,0,289,178
19410910,0,322,222
19410911,0,239,133
19410912,0,233,111
19410913,0,244,122
19410914,0,261,150
19410915,0,294,161
19410916,0,333,194
19410917,0,328,194
19410918,0,267,167
19410919,0,222,128
19410920,0,211,100
19410921,0,267,111
19410922,0,283,139
19410923,0,328,139
19410924,0,256,156
19410925,0,228,139
19410926,0,261,150
19410927,0,239,122
19410928,0,256,150
19410929,0,222,111
19410930,0,189,78
19411001,0,283,172
19411002,0,244,144
19411003,66,222,161
19411004,58,311,206
19411005,0,344,217
19411006,0,322,189
19411007,0,228,167
19411008,0,261,122
19411009,0,211,111
19411010,180,189,111
19411011,0,167,100
19411012,0,211,106
19411013,0,217,122
19411014,0,244,133
19411015,30,200,128
19411016,0,156,72
19411017,0,172,56
19411018,20,172,111
19411019,0,200,122
19411020,0,189,94
19411021,0,211,133
19411022,0,222,117
19411023,0,183,94
19411024,0,156,67
19411025,0,128,67
19411026,0,133,50
19411027,3,211,117
19411028,66,200,33
19411029,0,117,28
19411030,0,128,56
19411031,51,144,100
19411101,404,189,94
19411102,15,189,106
19411103,0,161,89
19411104,0,156,72
19411105,0,183,122
19411106,168,150,128
19411107,74,167,94
19411108,0,122,67
19411109,5,100,56
19411110,0,78,28
19411111,0,72,22
19411112,0,89,22
19411113,0,100,33
19411114,0,189,61
19411115,0,167,89
19411116,0,156,56
19411117,0,111,6
19411118,0,161,50
19411119,0,189,94
19411120,0,222,128
19411121,0,178,44
19411122,0,94,22
19411123,196,117,67
19411124,0,78,11
19411125,0,67,-6
19411126,0,111,22
19411127,0,144,44
19411128,0,150,78
19411129,0,156,61
19411130,0,161,33
19411201,0,50,0
19411202,38,117,50
19411203,0,144,89
19411204,0,167,61
19411205,76,156,94
19411206,0,122,22
19411207,0,22,-33
19411208,0,56,-33
19411209,0,61,17
19411210,0,61,-11
19411211,0,0,-39
19411212,0,-28,-61
19411213,754,78,-28
19411214,15,78,6
19411215,0,33,-6
19411216,0,89,6
19411217,0,89,28
19411218,0,94,17
19411219,0,111,50
19411220,0,61,-67
19411221,0,-28,-100
19411222,0,22,-78
19411223,61,122,17
19411224,79,161,94
19411225,0,100,17
19411226,5,44,11
19411227,0,83,33
19411228,0,39,0
19411229,0,28,-50
19411230,0,11,-72
19411231,0,28,-28
19420101,51,94,17
19420102,20,139,6
19420103,13,33,-17
19420104,99,11,-6
19420105,0,17,-56
19420106,0,-56,-122
19420107,0,-72,-122
19420108,0,-100,-150
19420109,0,-44,-128
19420110,33,-44,-133
19420111,0,-33,-128
19420112,0,11,-72
19420113,0,11,-44
19420114,0,78,-44
19420115,0,56,-22
19420116,0,28,-94
19420117,0,11,-100
19420118,0,106,0
19420119,142,111,61
19420120,5,72,17
19420121,0,39,-17
19420122,0,44,-28
19420123,0,78,6
19420124,0,128,44
19420125,0,44,17
19420126,13,17,-11
19420127,0,56,-11
19420128,79,39,-44
19420129,0,-17,-89
19420130,0,-11,-111
19420131,277,106,-17
19420201,0,78,-28
19420202,0,-28,-128
19420203,0,-56,-144
19420204,0,-6,-106
19420205,104,44,-11
19420206,0,33,11
19420207,145,44,6
19420208,18,33,-61
19420209,0,6,-89
19420210,0,-6,-72
19420211,0,17,-50
19420212,0,-22,-78
19420213,0,0,-78
19420214,0,33,-33
19420215,8,11,-17
19420216,254,78,0
19420217,97,111,22
19420218,0,72,-6
19420219,5,17,-94
19420220,0,-39,-117
19420221,0,-33,-100
19420222,0,39,-56
19420223,0,33,-56
19420224,0,39,-56
19420225,0,44,-33
19420226,0,44,-39
19420227,13,39,-11
19420228,0,72,-17
19420301,0,94,33
19420302,41,83,22
19420303,414,72,11
19420304,0,89,28
19420305,0,94,28
19420306,53,83,33
19420307,0,122,11
19420308,5,206,72
19420309,246,144,33
19420310,0,89,28
19420311,0,106,22
19420312,5,106,22
19420313,0,89,6
19420314,142,50,22
19420315,0,83,17
19420316,122,78,28
19420317,41,72,33
19420318,0,139,56
19420319,3,100,28
19420320,0,139,17
19420321,356,106,39
19420322,36,94,22
19420323,0,61,17
19420324,0,72,6
19420325,0,100,11
19420326,0,128,17
19420327,0,139,39
19420328,0,67,22
19420329,25,39,6
19420330,10,100,6
19420331,3,67,33
19420401,0,117,22
19420402,0,167,50
19420403,0,183,100
19420404,0,167,61
19420405,0,167,56
19420406,0,222,100
19420407,10,278,94
19420408,3,-9999,94
19420409,216,94,6
19420410,48,28,11
19420411,0,78,11
19420412,0,89,22
19420413,0,128,22
19420414,0,172,44
19420415,0,256,78
19420416,0,189,72
19420417,0,183,78
19420418,0,144,61
19420419,0,128,56
19420420,0,117,50
19420421,0,117,56
19420422,0,222,67
19420423,0,244,106
19420424,0,267,117
19420425,0,228,100
19420426,0,289,106
19420427,0,172,72
19420428,0,117,67
19420429,0,222,72
19420430,0,328,156
19420501,0,261,128
19420502,0,211,106
19420503,0,278,117
19420504,0,283,200
19420505,0,244,106
19420506,41,200,89
19420507,213,144,89
19420508,0,189,106
19420509,30,106,100
19420510,0,200,100
19420511,0,178,83
19420512,0,228,122
19420513,8,294,178
19420514,0,272,178
19420515,0,239,150
19420516,8,194,150
19420517,89,222,133
19420518,0,217,128
19420519,0,211,144
19420520,0,222,144
19420521,28,228,178
19420522,0,233,172
19420523,36,233,167
19420524,0,250,144
19420525,0,244,139
19420526,0,261,133
19420527,0,261,167
19420528,0,239,133
19420529,0,261,133
19420530,0,333,183
19420531,0,261,167
19420601,99,167,111
19420602,3,156,111
19420603,0,211,111
19420604,23,189,167
19420605,0,294,167
19420606,0,283,172
19420607,137,294,200
19420608,5,261,194
19420609,0,283,172
19420610,0,272,156
19420611,124,283,200
19420612,5,272,222
19420613,0,311,211
19420614,0,244,167
19420615,0,278,144
19420616,0,289,161
19420617,127,211,156
19420618,0,278,144
19420619,112,317,189
19420620,18,311,189
19420621,99,294,194
19420622,97,272,200
19420623,28,289,183
19420624,0,261,144
19420625,0,256,156
19420626,3,256,172
19420627,33,233,167
19420628,0,267,150
19420629,0,289,189
19420630,0,289,189
19420701,97,294,200
19420702,371,211,183
19420703,0,300,183
19420704,76,306,194
19420705,0,311,211
19420706,89,306,178
19420707,0,261,150
19420708,0,283,178
19420709,0,289,167
19420710,3,261,167
19420711,66,228,189
19420712,0,294,183
19420713,0,317,194
19420714,38,350,233
19420715,0,283,183
19420716,0,294,172
19420717,51,267,206
19420718,287,317,200
19420719,0,361,217
19420720,0,350,261
19420721,0,306,211
19420722,0,294,206
19420723,0,306,183
19420724,0,294,206
19420725,0,300,217
19420726,0,306,222
19420727,338,261,222
19420728,127,317,211
19420729,0,317,206
19420730,0,311,200
19420731,274,244,183
19420801,0,328,200
19420802,0,306,211
19420803,0,311,217
19420804,0,267,183
19420805,0,261,172
19420806,0,261,167
19420807,0,283,167
19420808,0,239,200
19420809,1041,211,172
19420810,38,256,189
19420811,0,289,189
19420812,0,256,211
19420813,259,244,211
19420814,157,278,228
19420815,0,300,244
19420816,401,306,206
19420817,323,306,206
19420818,0,278,194
19420819,0,294,183
19420820,0,294,194
19420821,0,339,228
19420822,5,322,250
19420823,41,294,178
19420824,0,239,150
19420825,0,228,122
19420826,0,244,139
19420827,0,239,161
19420828,10,283,161
19420829,30,211,189
19420830,0,256,161
19420831,0,267,150
19420901,0,283,144
19420902,0,328,172
19420903,0,339,217
19420904,0,244,194
19420905,0,283,161
19420906,0,239,144
19420907,0,261,156
19420908,5,250,200
19420909,145,206,167
19420910,0,272,172
19420911,0,233,178
19420912,13,222,167
19420913,0,283,178
19420914,0,278,150
19420915,0,328,194
19420916,132,317,206
19420917,0,322,200
19420918,124,244,200
19420919,114,261,194
19420920,89,233,133
19420921,0,200,122
19420922,0,239,111
19420923,0,239,128
19420924,0,272,156
19420925,0,217,106
19420926,147,211,117
19420927,305,228,117
19420928,0,150,72
19420929,0,161,56
19420930,0,172,61
19421001,0,206,89
19421002,0,206,106
19421003,0,189,78
19421004,0,183,94
19421005,102,178,144
19421006,5,178,111
19421007,0,222,89
19421008,0,233,133
19421009,0,289,133
19421010,0,228,144
19421011,0,233,128
19421012,0,178,111
19421013,0,172,94
19421014,0,172,139
19421015,3,183,139
19421016,5,167,150
19421017,178,150,106
19421018,0,206,100
19421019,0,194,83
19421020,0,189,89
19421021,28,178,94
19421022,0,239,167
19421023,0,206,139
19421024,3,178,111
19421025,0,161,122
19421026,180,161,50
19421027,0,89,33
19421028,0,150,33
19421029,0,167,72
19421030,0,200,100
19421031,0,228,122
19421101,307,183,83
19421102,5,189,72
19421103,89,122,50
19421104,0,106,28
19421105,0,122,22
19421106,0,161,94
19421107,0,128,78
19421108,20,139,83
19421109,0,122,50
19421110,84,183,89
19421111,0,89,28
19421112,0,78,17
19421113,0,122,-6
19421114,0,0,-33
19421115,0,61,-33
19421116,0,139,33
19421117,0,172,67
19421118,3,189,122
19421119,0,178,94
19421120,0,233,111
19421121,8,194,39
19421122,0,67,6
19421123,46,50,6
19421124,145,78,33
19421125,137,100,78
19421126,0,133,89
19421127,3,100,0
19421128,0,44,-22
19421129,99,94,17
19421130,0,83,33
19421201,61,133,17
19421202,89,144,-78
19421203,0,-11,-78
19421204,0,11,-67
19421205,0,28,-28
19421206,3,56,-11
19421207,0,44,-6
19421208,0,50,-28
19421209,66,22,-22
19421210,0,56,-17
19421211,0,61,22
19421212,0,72,22
19421213,114,39,-56
19421214,0,-11,-83
19421215,13,28,-22
19421216,5,6,-122
19421217,20,-6,-122
19421218,8,6,-56
19421219,0,-39,-133
19421220,0,-133,-200
19421221,0,-61,-183
19421222,25,28,-67
19421223,0,72,17
19421224,0,50,6
19421225,0,67,17
19421226,0,44,-39
19421227,8,33,-39
19421228,310,50,-6
19421229,99,33,-6
19421230,340,117,0
19421231,0,44,11
19430101,0,33,6
19430102,0,28,-56
19430103,0,11,-11
19430104,23,44,-56
19430105,0,-22,-72
19430106,0,-11,-67
19430107,0,0,-44
19430108,0,0,-72
19430109,0,-6,-83
19430110,0,6,-78
19430111,0,44,-17
19430112,0,39,-44
19430113,0,0,-67
19430114,13,44,-67
19430115,0,94,28
19430116,18,133,33
19430117,10,111,0
19430118,74,17,0
19430119,104,56,-56
19430120,0,-39,-106
19430121,3,-39,-106
19430122,0,-39,-122
19430123,0,28,-83
19430124,0,61,11
19430125,0,122,22
19430126,13,94,-28
19430127,25,-6,-50
19430128,318,-11,-50
19430129,0,39,-33
19430130,20,-11,-33
19430131,5,72,-28
19430201,10,61,-11
19430202,0,17,-33
19430203,0,22,-50
19430204,13,67,22
19430205,3,117,50
19430206,130,78,17
19430207,0,39,0
19430208,0,39,-6
19430209,0,44,-28
19430210,8,50,-33
19430211,107,106,-22
19430212,0,0,-61
19430213,157,39,-39
19430214,0,-11,-150
19430215,0,-133,-222
19430216,0,-56,-156
19430217,5,0,-78
19430218,0,-11,-111
19430219,0,89,-28
19430220,0,172,44
19430221,0,156,83
19430222,0,161,44
19430223,0,161,72
19430224,28,167,39
19430225,0,44,-28
19430226,3,17,-44
19430227,13,28,-33
19430228,0,117,-11
19430301,0,50,6
19430302,0,22,-33
19430303,43,-33,-117
19430304,0,-33,-139
19430305,0,83,-33
19430306,488,106,-28
19430307,0,72,-39
19430308,0,-22,-78
19430309,0,-6,-94
19430310,0,111,-11
19430311,5,139,78
19430312,23,139,56
19430313,58,44,11
19430314,0,144,11
19430315,0,133,44
19430316,213,111,22
19430317,15,89,22
19430318,0,178,44
19430319,15,111,33
19430320,0,178,17
19430321,0,56,11
19430322,0,67,0
19430323,0,67,-28
19430324,0,133,6
19430325,0,172,67
19430326,0,222,89
19430327,18,161,61
19430328,0,78,11
19430329,0,89,-22
19430330,56,72,22
19430331,0,67,28
19430401,53,178,22
19430402,5,183,39
19430403,0,39,-28
19430404,13,111,-28
19430405,0,111,11
19430406,0,11,-39
19430407,3,83,-44
19430408,0,111,17
19430409,0,144,39
19430410,0,106,0
19430411,0,122,-6
19430412,94,111,39
19430413,33,144,28
19430414,3,56,0
19430415,0,50,-22
19430416,0,83,-11
19430417,38,133,44
19430418,0,106,17
19430419,119,56,39
19430420,0,122,39
19430421,43,67,33
19430422,3,128,39
19430423,0,189,67
19430424,0,172,78
19430425,0,256,100
19430426,0,200,106
19430427,0,144,72
19430428,0,217,72
19430429,0,189,61
19430430,30,194,89
19430501,0,117,50
19430502,3,172,50
19430503,20,222,72
19430504,0,128,94
19430505,0,233,67
19430506,0,217,111
19430507,0,311,106
19430508,8,317,183
19430509,0,228,128
19430510,94,156,111
19430511,0,122,78
19430512,467,189,78
19430513,3,261,111
19430514,23,189,94
19430515,0,189,106
19430516,0,178,106
19430517,0,289,144
19430518,36,300,194
19430519,254,289,183
19430520,-9999,200,133
19430521,51,133,111
19430522,3,156,106
19430523,0,233,106
19430524,0,217,144
19430525,8,228,144
19430526,206,211,167
19430527,0,272,161
19430528,8,256,156
19430529,0,256,150
19430530,0,250,144
19430531,0,261,156
19430601,183,211,167
19430602,0,306,178
19430603,0,333,239
19430604,0,350,256
19430605,0,311,200
19430606,0,261,172
19430607,114,194,144
19430608,0,250,133
19430609,84,189,139
19430610,0,222,133
19430611,0,289,167
19430612,0,267,178
19430613,0,322,211
19430614,0,278,211
19430615,0,294,189
19430616,0,317,228
19430617,56,244,189
19430618,0,294,194
19430619,0,333,200
19430620,0,328,233
19430621,0,322,233
19430622,0,344,217
19430623,0,306,200
19430624,0,306,189
19430625,0,372,244
19430626,10,356,256
19430627,0,367,244
19430628,25,333,250
19430629,79,261,200
19430630,0,206,156
19430701,0,233,111
19430702,0,289,156
19430703,0,267,167
19430704,5,261,189
19430705,391,272,189
19430706,0,300,200
19430707,23,217,172
19430708,5,267,178
19430709,97,278,194
19430710,0,300,206
19430711,0,294,222
19430712,0,317,222
19430713,0,300,239
19430714,5,294,228
19430715,0,328,228
19430716,0,322,222
19430717,0,311,206
19430718,0,339,244
19430719,0,300,206
19430720,10,322,200
19430721,3,322,194
19430722,155,294,206
19430723,0,289,189
19430724,0,322,206
19430725,0,311,217
19430726,0,317,217
19430727,61,328,222
19430728,0,328,211
19430729,104,278,200
19430730,0,306,194
19430731,0,311,206
19430801,0,333,217
19430802,0,344,222
19430803,0,339,222
19430804,124,311,233
19430805,30,289,200
19430806,0,300,178
19430807,0,300,161
19430808,0,306,211
19430809,0,333,200
19430810,295,328,206
19430811,0,283,194
19430812,0,289,194
19430813,203,278,211
19430814,41,339,233
19430815,0,300,206
19430816,0,283,183
19430817,0,289,206
19430818,0,261,167
19430819,0,272,150
19430820,0,283,161
19430821,0,272,183
19430822,0,289,183
19430823,0,300,194
19430824,0,317,194
19430825,0,344,217
19430826,0,317,206
19430827,251,200,150
19430828,20,250,133
19430829,0,250,150
19430830,0,278,183
19430831,0,306,189
19430901,0,328,211
19430902,0,283,183
19430903,0,206,172
19430904,0,244,172
19430905,0,272,200
19430906,0,322,206
19430907,124,317,217
19430908,0,244,200
19430909,0,289,172
19430910,0,256,144
19430911,0,261,133
19430912,0,217,111
19430913,0,228,111
19430914,112,222,133
19430915,157,283,167
19430916,0,306,178
19430917,3,222,128
19430918,0,194,94
19430919,0,228,89
19430920,0,211,128
